,Order_ID,Ship_Mode,Ship_Date,Ship_id,Ship_Year,Ship_Month,Ord_id,Prod_id,Cust_id,Sales,Discount,Order_Quantity,Profit,Shipping_Cost,Product_Base_Margin,Product_Category,Product_Sub_Category,Customer_Name,Province,Region,Customer_Segment,Order_Date,Order_Priority,Order_Month,Order_Year,Duration
4117,38210,REGULAR AIR,2010-12-12,SHP_3738,2010,12,Ord_2727,Prod_6,Cust_1017,52.76,0.09,10,-49.53,7.44,0.36,OFFICE SUPPLIES,PAPER,BEN FERRER,ONTARIO,ONTARIO,CORPORATE,2010-12-12,LOW,12,2010,0
4118,38274,REGULAR AIR,2011-12-06,SHP_3739,2011,12,Ord_2728,Prod_15,Cust_1035,1225.37,0.08,9,0.98,24.49,0.57,FURNITURE,CHAIRS & CHAIRMATS,TODD SUMRALL,ONTARIO,ONTARIO,CONSUMER,2011-10-06,HIGH,10,2011,0
4119,38274,REGULAR AIR,2011-12-06,SHP_3739,2011,12,Ord_2728,Prod_1,Cust_1035,1199.57,0.06,27,23.7,16.36,0.55,OFFICE SUPPLIES,STORAGE & ORGANIZATION,TODD SUMRALL,ONTARIO,ONTARIO,CONSUMER,2011-10-06,HIGH,10,2011,0
4120,38274,EXPRESS AIR,2011-11-06,SHP_3740,2011,11,Ord_2728,Prod_4,Cust_1035,484.2195,0.02,10,-33.79,1.25,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,TODD SUMRALL,ONTARIO,ONTARIO,CONSUMER,2011-10-06,HIGH,10,2011,0
4121,38370,REGULAR AIR,2011-05-04,SHP_3741,2011,5,Ord_2729,Prod_6,Cust_456,169.13,0.0,50,43.05,1.14,0.4,OFFICE SUPPLIES,PAPER,SEAN O'DONNELL,ONTARIO,ONTARIO,CORPORATE,2011-03-04,HIGH,3,2011,0
4122,38405,REGULAR AIR,2010-07-18,SHP_3742,2010,7,Ord_2730,Prod_5,Cust_1024,208.04,0.1,29,14.77,4.0,0.42,FURNITURE,OFFICE FURNISHINGS,LAURA ARMSTRONG,ONTARIO,ONTARIO,SMALL BUSINESS,2010-07-15,MEDIUM,7,2010,3
4123,38466,REGULAR AIR,2011-08-18,SHP_3743,2011,8,Ord_2731,Prod_6,Cust_1000,105.48,0.02,15,-53.99,7.37,0.37,OFFICE SUPPLIES,PAPER,JANE WACO,ONTARIO,ONTARIO,CORPORATE,2011-08-17,CRITICAL,8,2011,1
4124,38466,REGULAR AIR,2011-08-18,SHP_3743,2011,8,Ord_2731,Prod_6,Cust_1000,136.18,0.08,22,-43.26,5.46,0.36,OFFICE SUPPLIES,PAPER,JANE WACO,ONTARIO,ONTARIO,CORPORATE,2011-08-17,CRITICAL,8,2011,1
4125,38466,REGULAR AIR,2011-08-19,SHP_3744,2011,8,Ord_2731,Prod_12,Cust_1000,111.37,0.04,37,46.46,0.5,0.38,OFFICE SUPPLIES,LABELS,JANE WACO,ONTARIO,ONTARIO,CORPORATE,2011-08-17,CRITICAL,8,2011,2
4126,38501,REGULAR AIR,2009-04-29,SHP_3745,2009,4,Ord_2732,Prod_6,Cust_1012,78.68,0.05,11,-29.07,6.22,0.37,OFFICE SUPPLIES,PAPER,GUY PHONELY,ONTARIO,ONTARIO,CORPORATE,2009-04-28,CRITICAL,4,2009,1
4127,38532,REGULAR AIR,2012-07-19,SHP_3746,2012,7,Ord_2733,Prod_13,Cust_1019,128.22,0.07,44,16.51,0.7,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,PAMELA COAKLEY,ONTARIO,ONTARIO,CORPORATE,2012-07-17,HIGH,7,2012,2
4128,38564,REGULAR AIR,2009-03-11,SHP_3747,2009,3,Ord_2303,Prod_8,Cust_1016,904.93,0.08,31,-53.4,4.0,0.74,TECHNOLOGY,COMPUTER PERIPHERALS,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,2009-02-11,CRITICAL,2,2009,0
4129,38564,EXPRESS AIR,2009-04-11,SHP_3748,2009,4,Ord_2303,Prod_12,Cust_1016,98.51,0.1,21,45.93,0.5,0.39,OFFICE SUPPLIES,LABELS,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,2009-02-11,CRITICAL,2,2009,0
4130,38915,REGULAR AIR,2009-09-18,SHP_3749,2009,9,Ord_2734,Prod_2,Cust_1017,96.73,0.08,12,-83.65,9.23,0.58,OFFICE SUPPLIES,APPLIANCES,BEN FERRER,ONTARIO,ONTARIO,CORPORATE,2009-09-17,MEDIUM,9,2009,1
4131,38915,REGULAR AIR,2009-09-19,SHP_3750,2009,9,Ord_2734,Prod_5,Cust_1017,253.6,0.07,34,24.39,4.0,0.42,FURNITURE,OFFICE FURNISHINGS,BEN FERRER,ONTARIO,ONTARIO,CORPORATE,2009-09-17,MEDIUM,9,2009,2
4132,38947,REGULAR AIR,2009-01-12,SHP_3751,2009,1,Ord_2735,Prod_5,Cust_567,307.46,0.02,20,4.91,7.4,0.48,FURNITURE,OFFICE FURNISHINGS,CHRIS SELESNICK,ONTARIO,ONTARIO,HOME OFFICE,2009-11-29,CRITICAL,11,2009,-17
4133,39078,REGULAR AIR,2009-06-23,SHP_3752,2009,6,Ord_2736,Prod_13,Cust_1014,36.91,0.07,10,-27.72,3.97,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,2009-06-23,LOW,6,2009,0
4134,39078,REGULAR AIR,2009-06-30,SHP_3753,2009,6,Ord_2736,Prod_8,Cust_1014,2155.84,0.02,8,-267.63,11.25,0.51,TECHNOLOGY,COMPUTER PERIPHERALS,MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,2009-06-23,LOW,6,2009,7
4135,39078,REGULAR AIR,2009-06-25,SHP_3754,2009,6,Ord_2736,Prod_6,Cust_1014,175.27,0.01,26,-33.67,5.14,0.37,OFFICE SUPPLIES,PAPER,MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,2009-06-23,LOW,6,2009,2
4136,39141,REGULAR AIR,2009-05-05,SHP_3755,2009,5,Ord_2737,Prod_5,Cust_994,2259.66,0.03,47,554.77,10.25,0.57,FURNITURE,OFFICE FURNISHINGS,JIM KRIZ,ONTARIO,ONTARIO,CONSUMER,2009-03-05,LOW,3,2009,0
4137,39141,REGULAR AIR,2009-05-05,SHP_3755,2009,5,Ord_2737,Prod_9,Cust_994,1400.91,0.09,49,-163.53,19.51,0.36,OFFICE SUPPLIES,ENVELOPES,JIM KRIZ,ONTARIO,ONTARIO,CONSUMER,2009-03-05,LOW,3,2009,0
4138,39460,REGULAR AIR,2009-04-05,SHP_3756,2009,4,Ord_2738,Prod_3,Cust_1029,172.42,0.09,25,-71.6,6.05,0.39,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,STEPHANIE ULPRIGHT,ONTARIO,ONTARIO,CONSUMER,2009-02-05,NOT SPECIFIED,2,2009,0
4139,39460,REGULAR AIR,2009-03-05,SHP_3757,2009,3,Ord_2738,Prod_4,Cust_1029,2033.9225,0.02,19,251.2,2.5,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,STEPHANIE ULPRIGHT,ONTARIO,ONTARIO,CONSUMER,2009-02-05,NOT SPECIFIED,2,2009,0
4140,39904,REGULAR AIR,2009-03-02,SHP_3758,2009,3,Ord_2739,Prod_5,Cust_1036,363.92,0.0,44,-144.56,7.96,0.49,FURNITURE,OFFICE FURNISHINGS,ALEJANDRO GROVE,ONTARIO,ONTARIO,CONSUMER,2009-02-02,NOT SPECIFIED,2,2009,0
4141,39909,REGULAR AIR,2011-04-03,SHP_3759,2011,4,Ord_2740,Prod_4,Cust_567,7778.758000000001,0.0,50,2547.3,4.99,0.59,TECHNOLOGY,TELEPHONES AND COMMUNICATION,CHRIS SELESNICK,ONTARIO,ONTARIO,HOME OFFICE,2011-02-24,LOW,2,2011,-21
4142,40100,REGULAR AIR,2012-08-02,SHP_3760,2012,8,Ord_2741,Prod_6,Cust_1001,1001.17,0.0,47,333.18,5.77,0.38,OFFICE SUPPLIES,PAPER,SANDRA FLANAGAN,ONTARIO,ONTARIO,HOME OFFICE,2012-04-02,LOW,4,2012,0
4143,40224,EXPRESS AIR,2009-07-07,SHP_3761,2009,7,Ord_2742,Prod_5,Cust_999,890.9,0.05,14,404.29,14.48,0.46,FURNITURE,OFFICE FURNISHINGS,SALLY HUGHSBY,ONTARIO,ONTARIO,CONSUMER,2009-06-30,LOW,6,2009,-23
4144,40422,EXPRESS AIR,2011-07-20,SHP_3762,2011,7,Ord_2743,Prod_4,Cust_994,2192.439,0.06,39,517.82,3.99,0.59,TECHNOLOGY,TELEPHONES AND COMMUNICATION,JIM KRIZ,ONTARIO,ONTARIO,CONSUMER,2011-07-18,CRITICAL,7,2011,2
4145,40802,DELIVERY TRUCK,2012-04-09,SHP_3763,2012,4,Ord_2744,Prod_17,Cust_1034,3361.02,0.04,28,26.05,56.14,0.4,TECHNOLOGY,OFFICE MACHINES,SCOTT COHEN,ONTARIO,ONTARIO,CONSUMER,2012-03-09,HIGH,3,2012,0
4146,40839,DELIVERY TRUCK,2012-01-04,SHP_3764,2012,1,Ord_2745,Prod_17,Cust_1012,2732.01,0.04,23,-100.47,56.14,0.39,TECHNOLOGY,OFFICE MACHINES,GUY PHONELY,ONTARIO,ONTARIO,CORPORATE,2012-03-31,MEDIUM,3,2012,-27
4147,40997,EXPRESS AIR,2009-04-21,SHP_3765,2009,4,Ord_2746,Prod_6,Cust_1030,382.29,0.05,12,61.47,9.18,0.4,OFFICE SUPPLIES,PAPER,ODELLA NELSON,ONTARIO,ONTARIO,SMALL BUSINESS,2009-04-21,LOW,4,2009,0
4148,40997,REGULAR AIR,2009-04-28,SHP_3766,2009,4,Ord_2746,Prod_13,Cust_1030,881.74,0.05,37,18.27,8.99,0.57,OFFICE SUPPLIES,PENS & ART SUPPLIES,ODELLA NELSON,ONTARIO,ONTARIO,SMALL BUSINESS,2009-04-21,LOW,4,2009,7
4149,40997,REGULAR AIR,2009-04-23,SHP_3767,2009,4,Ord_2746,Prod_1,Cust_1030,22.61,0.03,1,-8.4,7.51,0.57,OFFICE SUPPLIES,STORAGE & ORGANIZATION,ODELLA NELSON,ONTARIO,ONTARIO,SMALL BUSINESS,2009-04-21,LOW,4,2009,2
4150,40997,DELIVERY TRUCK,2009-04-25,SHP_3768,2009,4,Ord_2746,Prod_11,Cust_1030,7384.18,0.04,33,-513.79,110.2,0.73,FURNITURE,TABLES,ODELLA NELSON,ONTARIO,ONTARIO,SMALL BUSINESS,2009-04-21,LOW,4,2009,4
4151,41185,REGULAR AIR,2009-07-12,SHP_3769,2009,7,Ord_2747,Prod_6,Cust_1017,18.81,0.08,2,-12.83,7.96,0.36,OFFICE SUPPLIES,PAPER,BEN FERRER,ONTARIO,ONTARIO,CORPORATE,2009-06-12,CRITICAL,6,2009,0
4152,41253,REGULAR AIR,2009-09-05,SHP_3770,2009,9,Ord_2748,Prod_8,Cust_1015,1455.49,0.07,5,-807.59,7.18,0.48,TECHNOLOGY,COMPUTER PERIPHERALS,STEVE NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,2009-07-05,MEDIUM,7,2009,0
4153,41378,DELIVERY TRUCK,2012-01-11,SHP_3771,2012,1,Ord_2749,Prod_15,Cust_995,5454.51,0.03,30,446.26,30.0,0.69,FURNITURE,CHAIRS & CHAIRMATS,HAROLD RYAN,ONTARIO,ONTARIO,HOME OFFICE,2012-10-29,NOT SPECIFIED,10,2012,-18
4154,41378,REGULAR AIR,2012-10-31,SHP_3772,2012,10,Ord_2749,Prod_8,Cust_995,1264.17,0.05,42,433.34,1.99,0.5,TECHNOLOGY,COMPUTER PERIPHERALS,HAROLD RYAN,ONTARIO,ONTARIO,HOME OFFICE,2012-10-29,NOT SPECIFIED,10,2012,2
4155,41474,DELIVERY TRUCK,2009-04-22,SHP_3773,2009,4,Ord_2750,Prod_10,Cust_1014,3640.83,0.0,35,-6.8,35.84,0.62,FURNITURE,BOOKCASES,MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,2009-04-20,NOT SPECIFIED,4,2009,2
4156,41474,REGULAR AIR,2009-04-22,SHP_3774,2009,4,Ord_2750,Prod_8,Cust_1014,225.94,0.09,50,-89.13,2.39,0.72,TECHNOLOGY,COMPUTER PERIPHERALS,MATT CONNELL,ONTARIO,ONTARIO,CORPORATE,2009-04-20,NOT SPECIFIED,4,2009,2
4157,41508,DELIVERY TRUCK,2010-09-26,SHP_3775,2010,9,Ord_2751,Prod_15,Cust_1005,18561.31,0.05,39,4822.42,26.0,0.6,FURNITURE,CHAIRS & CHAIRMATS,LIZ WILLINGHAM,ONTARIO,ONTARIO,HOME OFFICE,2010-09-24,HIGH,9,2010,2
4158,41569,REGULAR AIR,2010-07-22,SHP_3776,2010,7,Ord_823,Prod_6,Cust_993,617.34,0.06,49,47.1,6.47,0.38,OFFICE SUPPLIES,PAPER,KEAN NGUYEN,ONTARIO,ONTARIO,CORPORATE,2010-07-21,CRITICAL,7,2010,1
4159,41571,REGULAR AIR,2011-06-15,SHP_3777,2011,6,Ord_2752,Prod_13,Cust_1022,906.07,0.0,42,-2.66,8.99,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,KATHERINE NOCKTON,ONTARIO,ONTARIO,CORPORATE,2011-06-06,LOW,6,2011,9
4160,41728,REGULAR AIR,2009-02-10,SHP_3778,2009,2,Ord_2753,Prod_3,Cust_997,23106.46,0.08,28,9527.47,19.99,0.38,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,ALEJANDRO GROVE,ONTARIO,ONTARIO,CORPORATE,2009-09-30,HIGH,9,2009,-20
4161,41728,DELIVERY TRUCK,2009-01-10,SHP_3779,2009,1,Ord_2753,Prod_15,Cust_997,2549.58,0.02,10,41.53,62.94,0.57,FURNITURE,CHAIRS & CHAIRMATS,ALEJANDRO GROVE,ONTARIO,ONTARIO,CORPORATE,2009-09-30,HIGH,9,2009,-20
4162,41764,DELIVERY TRUCK,2009-07-10,SHP_3780,2009,7,Ord_2754,Prod_11,Cust_1020,5105.06,0.03,16,467.12,29.2,0.66,FURNITURE,TABLES,KATHERINE NOCKTON,ONTARIO,ONTARIO,HOME OFFICE,2009-05-10,NOT SPECIFIED,5,2009,0
4163,42082,REGULAR AIR,2011-12-20,SHP_3781,2011,12,Ord_2755,Prod_6,Cust_1023,76.42,0.03,15,-3.95,3.01,0.36,OFFICE SUPPLIES,PAPER,KEAN NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,2011-12-18,CRITICAL,12,2011,2
4164,42279,EXPRESS AIR,2009-01-07,SHP_3782,2009,1,Ord_2756,Prod_8,Cust_995,1431.0,0.02,44,-55.78,6.5,0.79,TECHNOLOGY,COMPUTER PERIPHERALS,HAROLD RYAN,ONTARIO,ONTARIO,HOME OFFICE,2009-06-30,NOT SPECIFIED,6,2009,-23
4165,42308,REGULAR AIR,2009-06-15,SHP_3783,2009,6,Ord_2757,Prod_5,Cust_998,79.98,0.09,16,-56.56,7.1,0.42,FURNITURE,OFFICE FURNISHINGS,SAM ZELDIN,ONTARIO,ONTARIO,SMALL BUSINESS,2009-12-06,MEDIUM,12,2009,9
4166,42375,EXPRESS AIR,2010-02-10,SHP_3784,2010,2,Ord_2758,Prod_13,Cust_479,138.45,0.03,45,24.34,0.7,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,JAS O'CARROLL,ONTARIO,ONTARIO,HOME OFFICE,2010-01-10,HIGH,1,2010,0
4167,42851,EXPRESS AIR,2009-02-06,SHP_3785,2009,2,Ord_2759,Prod_4,Cust_1010,344.301,0.04,7,-22.9,1.25,0.35,TECHNOLOGY,TELEPHONES AND COMMUNICATION,ROBERT MARLEY,ONTARIO,ONTARIO,CORPORATE,2009-01-06,HIGH,1,2009,0
4168,42851,EXPRESS AIR,2009-02-06,SHP_3785,2009,2,Ord_2759,Prod_7,Cust_1010,24.32,0.05,4,-2.97,0.7,0.8,OFFICE SUPPLIES,RUBBER BANDS,ROBERT MARLEY,ONTARIO,ONTARIO,CORPORATE,2009-01-06,HIGH,1,2009,0
4169,43585,EXPRESS AIR,2010-12-11,SHP_3786,2010,12,Ord_2760,Prod_6,Cust_1029,1004.18,0.08,19,374.19,6.79,0.37,OFFICE SUPPLIES,PAPER,STEPHANIE ULPRIGHT,ONTARIO,ONTARIO,CONSUMER,2010-10-11,CRITICAL,10,2010,0
4170,43590,EXPRESS AIR,2009-12-09,SHP_3787,2009,12,Ord_2761,Prod_15,Cust_995,3118.6,0.06,24,804.2,12.65,,FURNITURE,CHAIRS & CHAIRMATS,HAROLD RYAN,ONTARIO,ONTARIO,HOME OFFICE,2009-10-09,CRITICAL,10,2009,0
4171,43874,REGULAR AIR,2012-11-06,SHP_3788,2012,11,Ord_2762,Prod_13,Cust_1011,153.28,0.09,46,-161.21,5.0,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,MICK HERNANDEZ,ONTARIO,ONTARIO,HOME OFFICE,2012-10-06,HIGH,10,2012,0
4172,45059,REGULAR AIR,2011-05-02,SHP_3789,2011,5,Ord_836,Prod_8,Cust_1037,130.14,0.04,4,-116.18,8.65,0.74,TECHNOLOGY,COMPUTER PERIPHERALS,TONY CHAPMAN,ONTARIO,ONTARIO,CONSUMER,2011-03-02,NOT SPECIFIED,3,2011,0
4173,45542,EXPRESS AIR,2010-10-02,SHP_3790,2010,10,Ord_2763,Prod_6,Cust_1010,281.79,0.04,37,-50.96,5.83,0.36,OFFICE SUPPLIES,PAPER,ROBERT MARLEY,ONTARIO,ONTARIO,CORPORATE,2010-07-02,HIGH,7,2010,0
4174,45542,DELIVERY TRUCK,2010-08-02,SHP_3791,2010,8,Ord_2763,Prod_11,Cust_1010,4064.272,0.01,40,-300.85,51.94,0.63,FURNITURE,TABLES,ROBERT MARLEY,ONTARIO,ONTARIO,CORPORATE,2010-07-02,HIGH,7,2010,0
4175,45698,REGULAR AIR,2012-04-25,SHP_3792,2012,4,Ord_2764,Prod_3,Cust_1013,6559.01,0.1,40,2307.57,19.99,0.39,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,JAY KIMMEL,ONTARIO,ONTARIO,SMALL BUSINESS,2012-04-23,HIGH,4,2012,2
4176,45698,REGULAR AIR,2012-04-26,SHP_3793,2012,4,Ord_2764,Prod_6,Cust_1013,263.37,0.04,36,-5.68,4.23,0.39,OFFICE SUPPLIES,PAPER,JAY KIMMEL,ONTARIO,ONTARIO,SMALL BUSINESS,2012-04-23,HIGH,4,2012,3
4177,45987,REGULAR AIR,2009-03-14,SHP_3794,2009,3,Ord_2765,Prod_6,Cust_1024,131.43,0.01,31,37.25,1.3,0.37,OFFICE SUPPLIES,PAPER,LAURA ARMSTRONG,ONTARIO,ONTARIO,SMALL BUSINESS,2009-12-03,NOT SPECIFIED,12,2009,11
4178,46052,REGULAR AIR,2009-11-25,SHP_3795,2009,11,Ord_2766,Prod_5,Cust_1008,2374.35,0.05,37,878.21,14.48,0.46,FURNITURE,OFFICE FURNISHINGS,BILL OVERFELT,ONTARIO,ONTARIO,CORPORATE,2009-11-23,MEDIUM,11,2009,2
4179,46052,EXPRESS AIR,2009-11-25,SHP_3796,2009,11,Ord_2766,Prod_5,Cust_1008,729.21,0.0,39,194.15,5.03,0.54,FURNITURE,OFFICE FURNISHINGS,BILL OVERFELT,ONTARIO,ONTARIO,CORPORATE,2009-11-23,MEDIUM,11,2009,2
4180,46374,DELIVERY TRUCK,2010-09-07,SHP_3797,2010,9,Ord_2767,Prod_11,Cust_1003,1822.83,0.08,7,-627.64,66.67,0.65,FURNITURE,TABLES,HERBERT FLENTYE,ONTARIO,ONTARIO,SMALL BUSINESS,2010-07-07,HIGH,7,2010,0
4181,46402,REGULAR AIR,2011-10-01,SHP_3798,2011,10,Ord_2768,Prod_5,Cust_1033,826.27,0.03,27,322.88,8.55,0.42,FURNITURE,OFFICE FURNISHINGS,RYAN AKIN,ONTARIO,ONTARIO,CONSUMER,2011-08-01,MEDIUM,8,2011,0
4182,46402,REGULAR AIR,2011-09-01,SHP_3799,2011,9,Ord_2768,Prod_4,Cust_1033,1777.469,0.01,29,166.37,13.99,0.6,TECHNOLOGY,TELEPHONES AND COMMUNICATION,RYAN AKIN,ONTARIO,ONTARIO,CONSUMER,2011-08-01,MEDIUM,8,2011,0
4183,46402,EXPRESS AIR,2011-09-01,SHP_3800,2011,9,Ord_2768,Prod_4,Cust_1033,1219.1465,0.01,12,52.93,2.5,0.55,TECHNOLOGY,TELEPHONES AND COMMUNICATION,RYAN AKIN,ONTARIO,ONTARIO,CONSUMER,2011-08-01,MEDIUM,8,2011,0
4184,46404,REGULAR AIR,2012-05-03,SHP_3801,2012,5,Ord_2769,Prod_4,Cust_1007,1875.4145,0.05,50,507.33,2.5,0.56,TECHNOLOGY,TELEPHONES AND COMMUNICATION,JOHN LUCAS,ONTARIO,ONTARIO,SMALL BUSINESS,2012-04-03,CRITICAL,4,2012,0
4185,46468,REGULAR AIR,2011-12-01,SHP_3802,2011,12,Ord_2770,Prod_3,Cust_1016,7535.96,0.08,46,2745.87,19.99,0.4,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,2011-11-01,CRITICAL,11,2011,0
4186,46468,EXPRESS AIR,2011-01-13,SHP_3803,2011,1,Ord_2770,Prod_8,Cust_1016,1618.31,0.08,41,504.71,1.99,0.54,TECHNOLOGY,COMPUTER PERIPHERALS,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,2011-11-01,CRITICAL,11,2011,12
4187,46468,REGULAR AIR,2011-01-13,SHP_3804,2011,1,Ord_2770,Prod_6,Cust_1016,11.87,0.04,1,-8.89,5.4,0.37,OFFICE SUPPLIES,PAPER,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,2011-11-01,CRITICAL,11,2011,12
4188,46497,REGULAR AIR,2012-06-20,SHP_3805,2012,6,Ord_2771,Prod_13,Cust_1000,630.54,0.03,30,-30.07,8.99,0.58,OFFICE SUPPLIES,PENS & ART SUPPLIES,JANE WACO,ONTARIO,ONTARIO,CORPORATE,2012-06-19,HIGH,6,2012,1
4189,47303,REGULAR AIR,2011-06-12,SHP_3806,2011,6,Ord_2772,Prod_9,Cust_1006,56.9,0.03,7,12.64,1.39,0.36,OFFICE SUPPLIES,ENVELOPES,XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,2011-05-12,MEDIUM,5,2011,0
4190,47303,REGULAR AIR,2011-06-12,SHP_3806,2011,6,Ord_2772,Prod_3,Cust_1006,1413.82,0.1,47,226.53,11.63,0.37,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,2011-05-12,MEDIUM,5,2011,0
4191,47303,EXPRESS AIR,2011-07-12,SHP_3807,2011,7,Ord_2772,Prod_6,Cust_1006,308.92,0.04,45,-143.58,7.37,0.37,OFFICE SUPPLIES,PAPER,XYLONA PRICE,ONTARIO,ONTARIO,CORPORATE,2011-05-12,MEDIUM,5,2011,0
4192,47492,REGULAR AIR,2011-07-25,SHP_3808,2011,7,Ord_2773,Prod_8,Cust_1008,649.71,0.07,22,-157.51,8.65,0.74,TECHNOLOGY,COMPUTER PERIPHERALS,BILL OVERFELT,ONTARIO,ONTARIO,CORPORATE,2011-07-23,HIGH,7,2011,2
4193,47682,REGULAR AIR,2012-11-17,SHP_3809,2012,11,Ord_2774,Prod_9,Cust_1015,3191.24,0.0,38,1620.23,5.01,0.38,OFFICE SUPPLIES,ENVELOPES,STEVE NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,2012-11-16,NOT SPECIFIED,11,2012,1
4194,48483,EXPRESS AIR,2009-11-12,SHP_3810,2009,11,Ord_2775,Prod_13,Cust_1015,47.55,0.0,18,10.01,1.0,0.38,OFFICE SUPPLIES,PENS & ART SUPPLIES,STEVE NGUYEN,ONTARIO,ONTARIO,SMALL BUSINESS,2009-10-12,CRITICAL,10,2009,0
4195,48961,REGULAR AIR,2009-07-23,SHP_3811,2009,7,Ord_2776,Prod_6,Cust_1007,520.68,0.09,24,-143.66,16.87,0.39,OFFICE SUPPLIES,PAPER,JOHN LUCAS,ONTARIO,ONTARIO,SMALL BUSINESS,2009-07-21,NOT SPECIFIED,7,2009,2
4196,48961,EXPRESS AIR,2009-07-23,SHP_3812,2009,7,Ord_2776,Prod_1,Cust_1007,358.78,0.1,25,-76.9,7.69,0.57,OFFICE SUPPLIES,STORAGE & ORGANIZATION,JOHN LUCAS,ONTARIO,ONTARIO,SMALL BUSINESS,2009-07-21,NOT SPECIFIED,7,2009,2
4197,49350,REGULAR AIR,2012-08-24,SHP_3813,2012,8,Ord_2777,Prod_6,Cust_1024,375.11,0.01,50,-331.63,11.15,0.37,OFFICE SUPPLIES,PAPER,LAURA ARMSTRONG,ONTARIO,ONTARIO,SMALL BUSINESS,2012-08-22,HIGH,8,2012,2
4198,49505,REGULAR AIR,2009-01-23,SHP_3814,2009,1,Ord_2778,Prod_3,Cust_995,97.74,0.04,12,-8.5,4.71,0.35,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,HAROLD RYAN,ONTARIO,ONTARIO,HOME OFFICE,2009-01-21,CRITICAL,1,2009,2
4199,49505,EXPRESS AIR,2009-01-22,SHP_3815,2009,1,Ord_2778,Prod_8,Cust_995,335.59,0.04,34,85.83,1.99,0.43,TECHNOLOGY,COMPUTER PERIPHERALS,HAROLD RYAN,ONTARIO,ONTARIO,HOME OFFICE,2009-01-21,CRITICAL,1,2009,1
4200,49797,REGULAR AIR,2011-09-03,SHP_3816,2011,9,Ord_2779,Prod_2,Cust_579,341.1,0.0,27,-4.75,4.98,0.58,OFFICE SUPPLIES,APPLIANCES,LENA RADFORD,ONTARIO,ONTARIO,SMALL BUSINESS,2011-08-03,NOT SPECIFIED,8,2011,0
4201,49797,EXPRESS AIR,2011-09-03,SHP_3817,2011,9,Ord_2779,Prod_6,Cust_579,171.68,0.07,26,-116.56,8.19,0.37,OFFICE SUPPLIES,PAPER,LENA RADFORD,ONTARIO,ONTARIO,SMALL BUSINESS,2011-08-03,NOT SPECIFIED,8,2011,0
4202,50017,REGULAR AIR,2012-11-22,SHP_3818,2012,11,Ord_2780,Prod_13,Cust_1016,1502.47,0.07,43,214.05,8.99,0.56,OFFICE SUPPLIES,PENS & ART SUPPLIES,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,2012-11-20,LOW,11,2012,2
4203,50017,REGULAR AIR,2012-11-20,SHP_3819,2012,11,Ord_2780,Prod_1,Cust_1016,2014.13,0.1,24,-794.94,35.0,0.83,OFFICE SUPPLIES,STORAGE & ORGANIZATION,VIVEK GRADY,ONTARIO,ONTARIO,HOME OFFICE,2012-11-20,LOW,11,2012,0
4204,50051,EXPRESS AIR,2009-04-10,SHP_3820,2009,4,Ord_1268,Prod_5,Cust_478,308.64,0.03,15,91.08,6.38,0.56,FURNITURE,OFFICE FURNISHINGS,JAS O'CARROLL,ONTARIO,ONTARIO,CORPORATE,2009-04-10,MEDIUM,4,2009,0
4205,50083,DELIVERY TRUCK,2011-10-04,SHP_3821,2011,10,Ord_2781,Prod_17,Cust_1038,13671.94,0.01,33,5711.96,48.26,0.36,TECHNOLOGY,OFFICE MACHINES,JOHN CASTELL,ONTARIO,ONTARIO,SMALL BUSINESS,2011-08-04,NOT SPECIFIED,8,2011,0
